file_name,d1p,d1v,d2p,d2v,d3p,d3v,file_name_with_attributes
ToyTrain/test/section_05_0023.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0003_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0024.wav,car,F2,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0016_car_F2_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0025.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0034_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0026.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0032_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0027.wav,car,H1,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0043_car_H1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0028.wav,car,H2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0047_car_H2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0029.wav,car,H2,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0031_car_H2_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0030.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0000_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0031.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0034_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0032.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0013_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0033.wav,car,F1,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0010_car_F1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0034.wav,car,F2,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0018_car_F2_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0035.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0035_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0036.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0003_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0037.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0010_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0038.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0037_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0039.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0039_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0040.wav,car,H2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0044_car_H2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0041.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0042_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0042.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0033_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0043.wav,car,F1,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0006_car_F1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0044.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0012_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0045.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0021_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0046.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0046_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0047.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0021_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0048.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0024_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0049.wav,car,H1,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0027_car_H1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0050.wav,car,H2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0048_car_H2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0051.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0022_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0052.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0024_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0053.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0036_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0054.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0031_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0055.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0015_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0056.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0035_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0057.wav,car,H2,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0046_car_H2_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0058.wav,car,H1,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0040_car_H1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0059.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0009_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0060.wav,car,H1,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0026_car_H1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0061.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0045_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0062.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0028_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0063.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0001_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0064.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0016_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0065.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0005_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0066.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0019_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0067.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0040_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0068.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0031_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0069.wav,car,H1,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0025_car_H1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0070.wav,car,H2,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0044_car_H2_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0071.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0038_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0072.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0026_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0073.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0001_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0074.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0000_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0075.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0039_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0076.wav,car,H1,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0041_car_H1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0077.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0047_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0078.wav,car,H1,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0042_car_H1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0079.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0017_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0080.wav,car,H1,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0038_car_H1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0081.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0014_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0082.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0049_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0083.wav,car,F2,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0017_car_F2_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0084.wav,car,H2,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0034_car_H2_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0085.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0006_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0086.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0032_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0087.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0003_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0088.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0043_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0089.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0022_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0090.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0034_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0091.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0001_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0092.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0005_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0093.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0021_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0094.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0037_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0095.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0030_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0096.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0030_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0097.wav,car,H2,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0047_car_H2_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0098.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0005_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0099.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0006_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0100.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0007_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0101.wav,car,H1,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0030_car_H1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0102.wav,car,H2,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0036_car_H2_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0103.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0036_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0104.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0006_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0105.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0020_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0106.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0020_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0107.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0004_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0108.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0045_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0109.wav,car,H1,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0028_car_H1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0110.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0015_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0111.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0011_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0112.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0002_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0113.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0028_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0114.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0036_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0115.wav,car,F1,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0009_car_F1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0116.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0010_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0117.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0049_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0118.wav,car,H1,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0037_car_H1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0119.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0014_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0120.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0024_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0121.wav,car,H1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0039_car_H1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0122.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0048_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0123.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0027_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0124.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0032_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0125.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0002_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0126.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0000_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0127.wav,car,F2,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0015_car_F2_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0128.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0016_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0129.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0038_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0130.wav,car,H1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0042_car_H1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0131.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0044_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0132.wav,car,F1,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0011_car_F1_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0133.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0020_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0134.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0018_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0135.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0043_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0136.wav,car,H2,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0049_car_H2_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0137.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0019_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0138.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0023_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0139.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0007_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0140.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0047_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0141.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0023_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0142.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0027_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0143.wav,car,H1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0037_car_H1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0144.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0025_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0145.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0040_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0146.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0041_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0147.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0005_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0148.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0027_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0149.wav,car,H2,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0032_car_H2_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0150.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0012_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0151.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0029_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0152.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0026_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0153.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0046_car_G2_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0154.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0012_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0155.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_anomaly_0008_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0156.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0014_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0157.wav,car,H2,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0048_car_H2_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0158.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0001_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0159.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0000_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0160.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0048_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0161.wav,car,H2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0043_car_H2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0162.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0008_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0163.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0007_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0164.wav,car,G1,speed,6,noise,7,ToyTrain/test/section_05_target_test_normal_0011_car_G1_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0165.wav,car,G1,speed,10,noise,7,ToyTrain/test/section_05_target_test_normal_0031_car_G1_spd_10_mic_1_noise_7.wav
ToyTrain/test/section_05_0166.wav,car,G2,speed,6,noise,7,ToyTrain/test/section_05_target_test_anomaly_0044_car_G2_spd_6_mic_1_noise_7.wav
ToyTrain/test/section_05_0167.wav,car,H2,speed,8,noise,6,ToyTrain/test/section_05_source_test_anomaly_0035_car_H2_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0168.wav,car,F1,speed,8,noise,6,ToyTrain/test/section_05_source_test_normal_0020_car_F1_spd_8_mic_1_noise_6.wav
ToyTrain/test/section_05_0169.wav,car,F2,speed,9,noise,6,ToyTrain/test/section_05_source_test_normal_0002_car_F2_spd_9_mic_1_noise_6.wav
ToyTrain/test/section_05_0170.wav,car,G2,speed,10,noise,7,ToyTrain/test/section_05_target_test_anomaly_0008_car_G2_spd_10_mic_1_noise_7.wav
